grain_id,phase_id,phase_name,phi1_deg,Phi_deg,phi2_deg,representation
106,0,SecondPhase,343.37263497738587,143.1831601821323,155.03461414390543,Bunge_deg
107,0,SecondPhase,89.59494237788786,116.17318588837144,194.71949073291356,Bunge_deg
108,0,SecondPhase,14.557557768219773,49.947453826740585,305.6892410816055,Bunge_deg
109,0,SecondPhase,358.64047510483465,80.36490625279362,228.61051802042422,Bunge_deg
110,0,SecondPhase,116.84241824300322,44.4435145675472,215.33378778325783,Bunge_deg
111,0,SecondPhase,52.14736797358278,70.66747511473031,29.061935518873064,Bunge_deg
112,0,SecondPhase,174.11053583284388,94.6647761229324,1.3096372922908017,Bunge_deg
113,0,SecondPhase,254.54025560447303,54.83709182391139,67.02455630386702,Bunge_deg
114,0,SecondPhase,148.61146634482927,66.99106073248007,128.42973722759456,Bunge_deg
115,0,SecondPhase,125.75587636309864,40.85836589327322,127.79487314863164,Bunge_deg
116,0,SecondPhase,66.36588793964121,145.95451472858133,252.15394871979748,Bunge_deg
117,0,SecondPhase,136.10534673306518,174.66454587882654,106.97528986005193,Bunge_deg
118,0,SecondPhase,244.3961545616565,105.74101243613232,313.5985753709012,Bunge_deg
119,0,SecondPhase,114.9184279628624,30.359848080648113,192.5025388588986,Bunge_deg
120,0,SecondPhase,277.68403139413925,163.2652782142333,301.5851773514852,Bunge_deg
121,0,SecondPhase,161.46487104356308,73.88716863333133,139.7735066115528,Bunge_deg
122,0,SecondPhase,115.32418007059607,172.94807185252097,278.5057319510796,Bunge_deg
123,0,SecondPhase,329.73426880894624,59.80528654985871,190.54947155839506,Bunge_deg
124,0,SecondPhase,280.88757014804474,0.5718512319272295,82.83057193146638,Bunge_deg
125,0,SecondPhase,99.5321963626424,157.40394850553355,74.57819288509965,Bunge_deg
126,0,SecondPhase,124.47237170673344,30.01664815232761,142.2530049469617,Bunge_deg
127,0,SecondPhase,6.59683727861045,110.35566403589952,299.4673341154573,Bunge_deg
128,0,SecondPhase,114.59186082245719,144.8161818467136,346.1594511663867,Bunge_deg
129,0,SecondPhase,125.88523377469892,6.393354968756544,202.6300005142692,Bunge_deg
130,0,SecondPhase,240.84149440136414,166.28700798783302,288.6920039859022,Bunge_deg
131,0,SecondPhase,173.95333237130788,146.5559756653814,334.55575979618976,Bunge_deg
132,0,SecondPhase,319.94453278602265,154.7378285295887,168.9216544078441,Bunge_deg
133,0,SecondPhase,186.55108653583693,28.797262530115674,106.56731773021903,Bunge_deg
134,0,SecondPhase,270.39605662582693,9.101447225175283,94.01827691222502,Bunge_deg
135,0,SecondPhase,120.73952568859279,70.66027479674408,139.36027978062128,Bunge_deg
136,0,SecondPhase,216.31545049581126,145.33314041830286,209.58879470178275,Bunge_deg
137,0,SecondPhase,331.822596736758,37.53054022286878,188.09818467029447,Bunge_deg
138,0,SecondPhase,190.33459424594852,92.48557099632565,324.6742489105821,Bunge_deg
139,0,SecondPhase,326.74855307912503,125.58816845698841,43.08807048085106,Bunge_deg
140,0,SecondPhase,212.31434418675363,59.412657092686615,13.165036346587735,Bunge_deg
141,0,SecondPhase,350.23932760241513,134.56491383812278,93.19676978875037,Bunge_deg
142,0,SecondPhase,195.06294228765103,29.642208213353424,243.7532311695083,Bunge_deg
143,0,SecondPhase,347.6652597357744,6.689373612606668,247.4805133854635,Bunge_deg
144,0,SecondPhase,72.05219320405268,138.31329016248947,277.8136221310406,Bunge_deg
145,0,SecondPhase,159.26821170729045,126.98022968221882,38.889121401513655,Bunge_deg
146,0,SecondPhase,333.1809741403379,174.00504619952122,319.5432810062091,Bunge_deg
147,0,SecondPhase,59.950925621854864,47.43506806331633,1.4114919171060603,Bunge_deg
148,0,SecondPhase,239.835194669089,12.462031574939589,286.10536121840454,Bunge_deg
149,0,SecondPhase,302.3578229761627,34.27720229507796,4.857160770604754,Bunge_deg
150,0,SecondPhase,256.1053789117773,150.3185273264227,329.66853276080354,Bunge_deg
151,0,SecondPhase,293.47823503744445,120.17489864586639,96.69128843785643,Bunge_deg
152,0,SecondPhase,119.772729681973,62.314410612159655,13.554279057308847,Bunge_deg
153,0,SecondPhase,26.110203089726465,86.96087556931433,296.6392852174122,Bunge_deg
154,0,SecondPhase,297.4672257924245,136.12593004560006,144.2611082191194,Bunge_deg
155,0,SecondPhase,57.692832190749805,86.1011228852489,142.45627581615597,Bunge_deg
156,0,SecondPhase,301.2485777825098,147.96534570108327,149.8046106910444,Bunge_deg
157,0,SecondPhase,269.96398074172686,94.8450130127851,262.47907990701725,Bunge_deg
158,0,SecondPhase,11.484178120007638,132.6049684508768,236.65536785488982,Bunge_deg
159,0,SecondPhase,8.669521986525881,70.00649324155997,87.55107380158435,Bunge_deg
160,0,SecondPhase,153.18308023898015,33.99422517212548,88.62719846568149,Bunge_deg
161,0,SecondPhase,331.3652871416015,126.8390590139237,187.88824212692654,Bunge_deg
162,0,SecondPhase,290.6117909524985,86.29229292516557,65.55341483825163,Bunge_deg
163,0,SecondPhase,28.666384164879936,164.31081454134107,214.06408518687536,Bunge_deg
164,0,SecondPhase,291.5137401676908,149.2821192076996,323.19032134716275,Bunge_deg
165,0,SecondPhase,151.25779111451052,140.5213595429414,155.17288170131846,Bunge_deg
166,0,SecondPhase,319.46684566308625,148.69238105953312,11.79903543461636,Bunge_deg
167,0,SecondPhase,203.08410895619838,22.98542084963814,264.45506792401443,Bunge_deg
168,0,SecondPhase,328.91093802106684,8.130776393577872,269.9944353246451,Bunge_deg
169,0,SecondPhase,153.02174935558637,119.5132299979075,175.76749331563164,Bunge_deg
170,0,SecondPhase,81.14825656927711,103.17158478265368,291.36779591652504,Bunge_deg
171,0,SecondPhase,53.318364756235354,175.4951536223323,206.37381397819692,Bunge_deg
172,0,SecondPhase,264.7512989904217,61.33741790992038,281.7972582323654,Bunge_deg
173,0,SecondPhase,59.59725755226158,155.747038467208,181.02501230581709,Bunge_deg
174,0,SecondPhase,82.29915259972177,85.00239719792462,89.76910664716598,Bunge_deg
175,0,SecondPhase,86.23856416281879,30.712722504891197,218.63234697728222,Bunge_deg
176,0,SecondPhase,305.3329895763131,141.91298395905287,262.9999011364038,Bunge_deg
177,0,SecondPhase,30.78187388471868,28.93886154395359,230.82978271924702,Bunge_deg
178,0,SecondPhase,78.65584331795417,163.91223790696728,139.1901424258108,Bunge_deg
179,0,SecondPhase,189.29786805650156,155.06690995072304,290.73625366682415,Bunge_deg
180,0,SecondPhase,156.50220467825812,42.59642013396849,268.8142003838865,Bunge_deg
181,0,SecondPhase,274.0287958410149,105.44685629605587,322.65760741817417,Bunge_deg
182,0,SecondPhase,288.8656448175575,159.56637344712212,46.02441289568516,Bunge_deg
183,0,SecondPhase,320.9431236035955,19.101681985717335,192.7018949689884,Bunge_deg
184,0,SecondPhase,120.72579396501519,98.07559465720934,338.00374324000114,Bunge_deg
185,0,SecondPhase,277.33442221138085,8.951317462442102,31.278093349170586,Bunge_deg
186,0,SecondPhase,43.04130829524265,76.67444759097441,20.078358919533017,Bunge_deg
187,0,SecondPhase,263.78231610700044,179.1701293900892,218.19520408102755,Bunge_deg
188,0,SecondPhase,174.29222262807838,34.911540095358845,164.1788135768363,Bunge_deg
189,0,SecondPhase,148.16354759329093,140.53843737912052,346.62199638906026,Bunge_deg
190,0,SecondPhase,295.8457168749167,94.16674536450938,195.8223110998413,Bunge_deg
191,0,SecondPhase,178.78676451374008,179.11570156755968,59.73818440663735,Bunge_deg
192,0,SecondPhase,161.6232039904163,11.338685000343565,241.7436752819295,Bunge_deg
193,0,SecondPhase,96.64249930498983,91.57845895961991,302.6949663718091,Bunge_deg
194,0,SecondPhase,212.3066467129008,131.29376073701437,118.52393787685062,Bunge_deg
195,0,SecondPhase,321.87701596794494,30.17274423483782,220.19399376918867,Bunge_deg
196,0,SecondPhase,202.9341099139177,69.24144903481431,84.15269465627591,Bunge_deg
197,0,SecondPhase,300.49935681448164,17.268658006801623,118.44637372748298,Bunge_deg
198,0,SecondPhase,181.69655611431335,160.4733897746852,45.24067510629488,Bunge_deg
199,0,SecondPhase,177.37495525218824,25.90243567900124,77.64808034008344,Bunge_deg
200,0,SecondPhase,107.59213141464983,9.048513164437527,131.28987955884367,Bunge_deg
201,0,SecondPhase,161.26864258608458,145.06501926246608,209.7418004568939,Bunge_deg
202,0,SecondPhase,238.22801709713698,136.18383397931748,252.23466674715743,Bunge_deg
203,0,SecondPhase,17.413191193818506,87.12371109552146,223.7962428456783,Bunge_deg
204,0,SecondPhase,347.8043301989122,9.955856251612323,322.84240696336155,Bunge_deg
205,0,SecondPhase,89.06614557977191,29.169803677826074,213.61820693740853,Bunge_deg
206,0,SecondPhase,209.0666687423294,95.51991477731966,255.8014364878737,Bunge_deg
207,0,SecondPhase,22.17877996290695,152.14631700228693,89.89975503671013,Bunge_deg
208,0,SecondPhase,65.85471075112177,133.98650167143066,106.65956633477553,Bunge_deg
209,0,SecondPhase,144.6415890195207,124.58990125522593,249.07398827083045,Bunge_deg
210,0,SecondPhase,231.84281801049593,140.14057848741578,234.26675088541978,Bunge_deg
211,0,SecondPhase,148.553398947479,19.016692772276823,281.511149669224,Bunge_deg
212,0,SecondPhase,33.37415373800814,157.96596440310958,186.1738463008287,Bunge_deg
213,0,SecondPhase,181.46957755673316,166.5683791993403,357.78550556077306,Bunge_deg
214,0,SecondPhase,317.1211881850732,23.489337933366375,2.0011560911439696,Bunge_deg
215,0,SecondPhase,140.57887527326076,97.1843234495899,28.41392381402109,Bunge_deg
216,0,SecondPhase,283.14764101680726,92.6283864682165,200.3340432255109,Bunge_deg
217,0,SecondPhase,104.16588317731019,32.46788418458088,219.57159065197254,Bunge_deg
218,0,SecondPhase,89.84644640589345,95.32850929954691,207.7963103280384,Bunge_deg
219,0,SecondPhase,315.62513584202554,18.27000899128958,42.06377760710725,Bunge_deg
220,0,SecondPhase,332.67276785871445,51.323508452844166,98.3187629392902,Bunge_deg
221,0,SecondPhase,328.14522392221505,95.30963332181634,214.80733357823772,Bunge_deg
222,0,SecondPhase,257.98054721228567,70.63938147364996,238.48968864465007,Bunge_deg
223,0,SecondPhase,21.322124996916052,160.2558945359871,142.60529802339323,Bunge_deg
224,0,SecondPhase,247.19589614790715,20.969687918330383,53.04082964584949,Bunge_deg
225,0,SecondPhase,22.208406192630378,168.98156282867393,318.9672866091783,Bunge_deg
226,0,SecondPhase,237.32089287900098,168.07271380283404,27.61763648009442,Bunge_deg
227,0,SecondPhase,4.0501977045591575,41.852711659597695,217.71914929502697,Bunge_deg
228,0,SecondPhase,286.02396693287744,148.45375082674244,47.12255537272284,Bunge_deg
229,0,SecondPhase,319.98527815750606,4.0395345335629536,246.2087950813301,Bunge_deg
230,0,SecondPhase,195.7296662780131,131.2157450017989,0.8344264030917037,Bunge_deg
231,0,SecondPhase,314.70132273541054,134.37206285020062,173.1717249442897,Bunge_deg
232,0,SecondPhase,358.3031414163932,37.67516890124836,286.71447108500723,Bunge_deg
233,0,SecondPhase,276.24318573983334,160.2648499147745,59.941625711387864,Bunge_deg
234,0,SecondPhase,147.9918900755629,145.28827099040012,74.29433084607057,Bunge_deg
235,0,SecondPhase,341.5554506954191,148.78852634102708,182.89654096571817,Bunge_deg
236,0,SecondPhase,251.87439427781487,53.002002545303554,217.01955368506555,Bunge_deg
237,0,SecondPhase,47.06391715717154,128.3936091704681,132.76265731102174,Bunge_deg
238,0,SecondPhase,346.4482798415838,6.937448642262682,240.08699061457932,Bunge_deg
239,0,SecondPhase,87.67483047646462,148.9189566772275,325.222982616738,Bunge_deg
240,0,SecondPhase,97.57374669562967,35.45851519085977,84.7928458066174,Bunge_deg
241,0,SecondPhase,141.4604400681671,21.271500861787327,280.65843512536844,Bunge_deg
242,0,SecondPhase,163.01678904768644,101.83029919748533,44.9011127580321,Bunge_deg
243,0,SecondPhase,356.2728425114498,63.75730385041571,277.65629986556854,Bunge_deg
244,0,SecondPhase,184.4263199527747,84.86390524461515,318.3500885906947,Bunge_deg
245,0,SecondPhase,315.484969504706,63.95802001803351,212.11781303632384,Bunge_deg
246,0,SecondPhase,16.809077822372394,46.190037329170856,78.13183433534272,Bunge_deg
247,0,SecondPhase,155.89858003908608,178.07235268111478,174.56980133128133,Bunge_deg
248,0,SecondPhase,91.6062083640015,30.44784578322626,101.21066015256714,Bunge_deg
249,0,SecondPhase,40.17098591079869,125.19872249273831,247.23726631657874,Bunge_deg
250,0,SecondPhase,8.091752959007831,2.0456473234725125,98.2009473995192,Bunge_deg
251,0,SecondPhase,202.0267817433582,72.21014352067913,250.3646877366145,Bunge_deg
252,0,SecondPhase,159.31411434257438,65.68155246884218,261.26285752845115,Bunge_deg
253,0,SecondPhase,299.57609211403394,127.93364092788352,284.41920034287904,Bunge_deg
254,0,SecondPhase,351.82184634655454,140.2765335801893,72.51879057755669,Bunge_deg
255,0,SecondPhase,78.92483569194371,25.689064532817817,211.87410160470432,Bunge_deg
256,0,SecondPhase,290.9785920780037,164.79714495457205,125.28938613725335,Bunge_deg
257,0,SecondPhase,73.52456250244192,146.1520566546129,228.0484993816557,Bunge_deg
258,0,SecondPhase,0.7753745618008967,119.45175487726577,224.6384943022998,Bunge_deg
259,0,SecondPhase,133.5810858881141,51.790829716257974,16.14034510517214,Bunge_deg
260,0,SecondPhase,7.243857228272015,19.26522962166953,175.2413503399011,Bunge_deg
261,0,SecondPhase,94.6115987934252,27.89325402691768,121.80835085124632,Bunge_deg
262,0,SecondPhase,344.71454817473824,152.44243623270825,309.0440237379521,Bunge_deg
263,0,SecondPhase,156.36070349688129,122.67688358671032,89.40172101549986,Bunge_deg
264,0,SecondPhase,181.41599754387028,152.56381779495348,213.5107152164661,Bunge_deg
265,0,SecondPhase,186.39087633570367,92.55004016979807,83.38820044546452,Bunge_deg
266,0,SecondPhase,285.44571957371426,45.706018172784944,164.1594811993466,Bunge_deg
267,0,SecondPhase,56.92612903944492,156.43610574755158,23.03135918534087,Bunge_deg
268,0,SecondPhase,304.7150199062108,136.45310707654892,127.08115191559958,Bunge_deg
269,0,SecondPhase,296.0304544995583,7.744975927741633,203.56864417652,Bunge_deg
270,0,SecondPhase,208.18410714944778,90.63712744912779,260.8438332118803,Bunge_deg
271,0,SecondPhase,44.32251921526645,69.35051296451887,107.35688844392642,Bunge_deg
272,0,SecondPhase,190.5843798302686,65.05278548919925,157.56655283591292,Bunge_deg
273,0,SecondPhase,344.7487163352438,116.8788820531992,214.40900563106237,Bunge_deg
274,0,SecondPhase,239.5549522643371,24.26995645539688,101.78987057821458,Bunge_deg
275,0,SecondPhase,357.42654757175944,170.99594463705654,199.30478483895072,Bunge_deg
276,0,SecondPhase,14.819269707581228,145.10330787209247,243.48878365429715,Bunge_deg
277,0,SecondPhase,55.28643600424323,2.945727664589992,322.7656843147072,Bunge_deg
278,0,SecondPhase,121.83223224540274,148.32860661024273,193.87613310453264,Bunge_deg
279,0,SecondPhase,33.59483258739412,47.31332674373264,345.441999217828,Bunge_deg
280,0,SecondPhase,145.3646319424395,97.87638368861792,202.64477840110595,Bunge_deg
281,0,SecondPhase,97.49405373648716,69.70453822230611,46.38573693757289,Bunge_deg
282,0,SecondPhase,72.37082420782065,76.73075477914743,176.06800364095312,Bunge_deg
283,0,SecondPhase,335.48863773822313,33.89696694096506,191.67579104453424,Bunge_deg
284,0,SecondPhase,284.4432664154159,32.39656703271321,44.255136612590796,Bunge_deg
285,0,SecondPhase,129.33657928840827,100.90070781120845,205.57241100802776,Bunge_deg
286,0,SecondPhase,7.3575286790829075,6.8496111640705575,278.0281544298979,Bunge_deg
287,0,SecondPhase,267.95248433375957,25.580387827690878,164.11130794929488,Bunge_deg
288,0,SecondPhase,335.3408705612702,97.45832763630838,104.68071234360595,Bunge_deg
289,0,SecondPhase,182.88947451655903,154.3418147168047,343.69077625021663,Bunge_deg
290,0,SecondPhase,205.2399209281448,8.315949866783225,223.63835531154754,Bunge_deg
291,0,SecondPhase,240.06996634081617,168.00955249582574,284.7916399763251,Bunge_deg
292,0,SecondPhase,176.9239141823076,175.08868442371332,52.23511571070645,Bunge_deg
293,0,SecondPhase,155.23086995409335,107.64795160943575,28.68226348630187,Bunge_deg
294,0,SecondPhase,43.70471440142856,127.85173200373785,54.5273795813485,Bunge_deg
295,0,SecondPhase,326.39918472063016,118.2771966159904,244.82396959636148,Bunge_deg
296,0,SecondPhase,222.10568794815634,2.128330346603504,7.426340590229907,Bunge_deg
297,0,SecondPhase,312.362143850432,137.82973847188748,277.7241387112891,Bunge_deg
298,0,SecondPhase,79.63182327029315,160.6387484764927,286.79437541682887,Bunge_deg
299,0,SecondPhase,152.4574394673076,103.97545156223809,336.2127202919723,Bunge_deg
300,0,SecondPhase,112.41229649150117,119.8416726225326,79.1258795407582,Bunge_deg
301,0,SecondPhase,100.8946258430009,112.53397977681915,72.98826103593301,Bunge_deg
302,0,SecondPhase,227.77891386524837,65.7551658682942,140.29879898043447,Bunge_deg
303,0,SecondPhase,199.60404625915427,17.21213943619618,284.65879448763656,Bunge_deg
304,0,SecondPhase,153.8062690661138,80.6597380764444,315.29676153910697,Bunge_deg
305,0,SecondPhase,275.5969205097255,176.4309361865331,105.97788502442361,Bunge_deg
306,0,SecondPhase,351.0504635381624,112.79015097544858,221.89963296925504,Bunge_deg
307,0,SecondPhase,108.83441601682603,10.3502187336905,195.8385214747886,Bunge_deg
308,0,SecondPhase,162.54170590060983,149.9559552590619,343.429561888093,Bunge_deg
309,0,SecondPhase,190.3501516045481,15.934369478878184,218.41608866298319,Bunge_deg
310,0,SecondPhase,262.97058977217085,1.7736553478455153,239.58445643207227,Bunge_deg
311,0,SecondPhase,156.19077139230947,47.97558310860111,170.86199654384745,Bunge_deg
312,0,SecondPhase,124.51958133058643,65.11927344606622,250.23072115461378,Bunge_deg
313,0,SecondPhase,52.593245777801094,15.02869626361991,120.17465057403795,Bunge_deg
314,0,SecondPhase,186.92566982003612,142.8456044223823,280.4899056113204,Bunge_deg
315,0,SecondPhase,269.10379197649405,55.97611376601701,336.7791558208641,Bunge_deg
316,0,SecondPhase,54.73338204703178,32.88104246415443,351.7320102137333,Bunge_deg
317,0,SecondPhase,115.07598630067929,24.980391707840244,168.03098667621705,Bunge_deg
318,0,SecondPhase,355.77333300203065,37.03568998835191,194.93748511804915,Bunge_deg
319,0,SecondPhase,155.50901138785844,154.76012844169028,39.85402832378558,Bunge_deg
320,0,SecondPhase,247.39102000609122,139.97110873303805,335.97920380626044,Bunge_deg
321,0,SecondPhase,174.76215056204342,80.43441873447338,271.28490862703825,Bunge_deg
322,0,SecondPhase,0.909961593390034,172.17454322679632,196.10951691136813,Bunge_deg
